,last_name,first_name,full_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Legislator 392,LaMalfa,Doug,Doug LaMalfa,7/2/60,M,rep,CA,1,Republican,http://lamalfa.house.gov,322 Cannon HOB; Washington DC 20515-0501,202-225-3076,https://lamalfa.house.gov/contact/email-me,http://lamalfa.house.gov/rss.xml,RepLaMalfa,RepLaMalfa,,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100,N00033987,,68493,412510,29713,Doug LaMalfa,3ca0c2b0-4bb7-11e2-8758-b64a2997a921,21302,Doug LaMalfa
Legislator 393,Huffman,Jared,Jared Huffman,2/18/64,M,rep,CA,2,Democrat,http://huffman.house.gov,1630 Longworth HOB; Washington DC 20515-0502,202-225-5161,https://huffman.house.gov/contact/email-me,http://huffman.house.gov/rss.xml,RepHuffman,RepHuffman,2.00228E+14,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101,N00033030,,622431,412511,59849,Jared Huffman,1fca09ea-4bbb-11e2-8758-b64a2997a921,21303,Jared Huffman
Legislator 394,Bera,Ami,Ami Bera,3/2/65,M,rep,CA,7,Democrat,http://bera.house.gov,1535 Longworth HOB; Washington DC 20515-0507,202-225-5716,https://beraforms.house.gov/forms/writeyourrep/,http://bera.house.gov/rss.xml,RepBera,RepAmiBera,5.28662E+14,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,2102,N00030717,,1033636,412512,120030,Ami Bera,gIQAaC5TKP,21304,Ami Bera
Legislator 395,Cook,Paul,Paul Cook,3/3/43,M,rep,CA,8,Republican,http://cook.house.gov,1222 Longworth HOB; Washington DC 20515-0508,202-225-5861,https://cook.house.gov/contact/email-me,http://cook.house.gov/rss.xml,RepPaulCook,RepPaulCook,4.64458E+14,RepPaulCook,UCqK--hf5cuvg7BR_oisyRiA,C001094,2103,N00034224,,68278,412513,58121,Paul Cook,7b7f60a0-4bbb-11e2-8758-b64a2997a921,21305,Paul Cook (politician)
Legislator 396,Swalwell,Eric,Eric Swalwell,11/16/80,M,rep,CA,15,Democrat,http://swalwell.house.gov,129 Cannon HOB; Washington DC 20515-0515,202-225-5065,http://swalwell.house.gov/contact-me/email-eric/,,RepSwalwell,CongressmanEricSwalwell,4.50131E+14,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,2104,N00033508,,79729,412514,129529,Eric Swalwell,df3311a4-4bbc-11e2-8758-b64a2997a921,21306,Eric Swalwell
Legislator 397,Valadao,David,David Valadao,4/14/77,M,rep,CA,21,Republican,http://valadao.house.gov,1004 Longworth HOB; Washington DC 20515-0521,202-225-4695,http://valadao.house.gov/contact/,http://valadao.house.gov/rss.xml,RepDavidValadao,CongressmanDavidValadao,1.05597E+14,congressmanvaladao,UCWqOVVxQd6IV4mfYMi95LqA,V000129,2105,N00033367,,623702,412515,120200,David G. Valadao,648810a8-4bb7-11e2-8758-b64a2997a921,21307,David Valadao
Legislator 398,Brownley,Julia,Julia Brownley,8/28/52,F,rep,CA,26,Democrat,http://juliabrownley.house.gov,1019 Longworth HOB; Washington DC 20515-0526,202-225-5811,https://juliabrownley.house.gov/contact/email-me,http://juliabrownley.house.gov/rss.xml,JuliaBrownley26,RepJuliaBrownley,3.30505E+14,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,B001285,2106,N00034254,,79783,412516,59904,Julia Brownley,31764ab4-4bbb-11e2-8758-b64a2997a921,21308,Julia Brownley
Legislator 399,Cárdenas,Tony,Tony Cárdenas,3/31/63,M,rep,CA,29,Democrat,http://cardenas.house.gov,1510 Longworth HOB; Washington DC 20515-0529,202-225-6131,https://cardenas.house.gov/contact/email-me,http://cardenas.house.gov/rss.xml,RepCardenas,repcardenas,4.85494E+14,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,C001097,2107,N00033373,,63934,412517,9754,Tony Cardenas,56b232a2-4bbb-11e2-8758-b64a2997a921,21309,Tony Cárdenas
Legislator 400,Ruiz,Raul,Raul Ruiz,8/25/72,M,rep,CA,36,Democrat,https://ruiz.house.gov,1319 Longworth HOB; Washington DC 20515-0536,202-225-5330,https://ruiz.house.gov/email-me,http://ruiz.house.gov/rss.xml,CongressmanRuiz,CongressmanRaulRuizMD,2.45244E+14,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109,N00033510,,79727,412519,136407,Raul Ruiz,e540f502-4bbc-11e2-8758-b64a2997a921,21311,Raul Ruiz (politician)
Legislator 401,Takano,Mark,Mark Takano,12/10/60,M,rep,CA,41,Democrat,https://takano.house.gov,1507 Longworth HOB; Washington DC 20515-0541,202-225-2305,https://takano.house.gov/contact/email-me,http://takano.house.gov/rss.xml,RepMarkTakano,RepMarkTakano,2.62447E+14,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,T000472,2110,N00006701,,2737,412520,22337,Mark Takano,1234320e-4bbd-11e2-8758-b64a2997a921,21312,Mark Takano
Legislator 402,Lowenthal,Alan,Alan Lowenthal,3/8/41,M,rep,CA,47,Democrat,http://lowenthal.house.gov,108 Cannon HOB; Washington DC 20515-0547,202-225-7924,http://lowenthal.house.gov/contact/howtocontactme.htm,http://lowenthal.house.gov/news/rss.aspx,RepLowenthal,RepLowenthal,3.92632E+14,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,L000579,2111,N00033274,,93815,412521,16469,Alan Lowenthal,e40cda5c-4bb2-11e2-8758-b64a2997a921,21313,Alan Lowenthal
Legislator 403,Vargas,Juan,Juan Vargas,3/7/61,M,rep,CA,51,Democrat,http://vargas.house.gov,1605 Longworth HOB; Washington DC 20515-0551,202-225-8045,https://vargas.house.gov/contact,http://vargas.house.gov/rss.xml,RepJuanVargas,RepJuanVargas,1.76942E+14,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,V000130,2112,N00007021,,8297,412522,29100,Juan Vargas,ec1c449e-4bbc-11e2-8758-b64a2997a921,21314,Juan Vargas
Legislator 404,Peters,Scott,Scott Peters,6/17/58,M,rep,CA,52,Democrat,http://scottpeters.house.gov,1122 Longworth HOB; Washington DC 20515-0552,202-225-0508,https://scottpeters.house.gov/contact/email-me,http://scottpeters.house.gov/rss.xml,RepScottPeters,CongressmanScottPeters,4.49337E+14,,UCQK77QJxW7Xr-S3zqeMd-0g,P000608,2113,N00033591,,79661,412523,70351,Scott Peters,a73993a4-4bbc-11e2-8758-b64a2997a921,21315,Scott Peters (politician)
Legislator 405,Esty,Elizabeth,Elizabeth Esty,8/25/59,F,rep,CT,5,Democrat,http://esty.house.gov,405 Cannon HOB; Washington DC 20515-0705,202-225-4476,http://esty.house.gov/contact,http://esty.house.gov/rss.xml,RepEsty,RepEsty,2.92077E+14,RepEsty,UCJoc9OfUHVbx0Z7V055sbCA,E000293,2114,N00033217,,1020906,412524,72826,Elzabeth Esty,13c60a22-4bbb-11e2-8758-b64a2997a921,21316,Elizabeth Esty
Legislator 406,Yoho,Ted,Ted Yoho,4/13/55,M,rep,FL,3,Republican,http://yoho.house.gov,511 Cannon HOB; Washington DC 20515-0903,202-225-5744,https://yoho.house.gov/contact/email-me,http://yoho.house.gov/rss.xml,RepTedYoho,CongressmanTedYoho,5.63533E+14,RepTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg,Y000065,2115,N00033220,,63943,412525,137622,Ted Yoho,5b1d8114-4bbd-11e2-8758-b64a2997a921,21317,Ted Yoho
Legislator 407,DeSantis,Ron,Ron DeSantis,9/14/78,M,rep,FL,6,Republican,http://desantis.house.gov,308 Cannon HOB; Washington DC 20515-0906,202-225-2706,https://desantis.house.gov/contact/email-me,http://desantis.house.gov/rss.xml,RepDeSantis,RepDeSantis,4.64254E+14,RepRonDeSantis,UCRM1qBatq45tZxRqYeUa02g,D000621,2116,N00034746,,79744,412526,137630,Ron DeSantis,9f576f4a-4bbb-11e2-8758-b64a2997a921,21318,Ron DeSantis
Legislator 408,Murphy,Patrick,Patrick Murphy,3/30/83,M,rep,FL,18,Democrat,http://patrickmurphy.house.gov,211 Cannon HOB; Washington DC 20515-0918,202-225-3026,http://patrickmurphy.house.gov/contact/,http://patrickmurphy.house.gov/news/rss.aspx,RepMurphyFL,CongressmanPatrickMurphy,3.17735E+14,RepPatrickMurphyFL,UCcsbPwHksrcVLP5TZH0qkAQ,M001191,2117,N00033091,,95348,412527,137652,Patrick Murphy (Florida),6b2c5c48-4bbc-11e2-8758-b64a2997a921,21319,Patrick Murphy (Florida politician)
Legislator 409,Frankel,Lois,Lois Frankel,5/16/48,F,rep,FL,22,Democrat,http://frankel.house.gov,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,https://frankel.house.gov/contact/email-me,http://frankel.house.gov/rss.xml,RepLoisFrankel,RepLoisFrankel,1.3822E+14,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,F000462,2119,N00002893,,623714,412529,8102,Lois Frankel,be839182-4bbb-11e2-8758-b64a2997a921,21321,Lois Frankel
Legislator 410,Collins,Doug,Doug Collins,8/16/66,M,rep,GA,9,Republican,http://dougcollins.house.gov,1504 Longworth HOB; Washington DC 20515-1009,202-225-9893,https://dougcollins.house.gov/email-me,http://dougcollins.house.gov/latest-rss/latest-rss/,RepDougCollins,RepresentativeDougCollins,5.05647E+14,repdougcollins,UCgKTZXOJX2UwAdLNZ4MQdig,C001093,2121,N00033518,,79719,412531,67851,Doug Collins,1d0e1ae2-4bb7-11e2-8758-b64a2997a921,21323,Doug Collins (politician)
Legislator 411,Gabbard,Tulsi,Tulsi Gabbard,4/12/81,F,rep,HI,2,Democrat,http://gabbard.house.gov,1609 Longworth HOB; Washington DC 20515-1102,202-225-4906,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,http://gabbard.house.gov/rss.xml,TulsiPress,RepTulsiGabbard,3.92284E+14,tulsipress,UCkQmC0YfIU4388Tu0_k4esA,G000571,2122,N00033281,,1025291,412532,129306,Tulsi Gabbard,d9703ac2-4bbb-11e2-8758-b64a2997a921,21324,Tulsi Gabbard
Legislator 412,Duckworth,Tammy,Tammy Duckworth,3/12/68,F,rep,IL,8,Democrat,http://duckworth.house.gov,104 Cannon HOB; Washington DC 20515-1308,202-225-3711,https://duckworth.house.gov/contact/email-me,http://duckworth.house.gov/rss.xml,RepDuckworth,CongresswomanTammyDuckworth,1.12301E+14,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,D000622,2123,N00027860,,94484,412533,57442,Tammy Duckworth,gIQAc3A69O,21325,Tammy Duckworth
Legislator 413,Davis,Rodney,Rodney Davis,1/5/70,M,rep,IL,13,Republican,http://rodneydavis.house.gov,1740 Longworth HOB; Washington DC 20515-1313,202-225-2371,https://rodneydavisforms.house.gov/contact/,http://rodneydavis.house.gov/rss.xml,RodneyDavis,RepRodneyDavis,3.23632E+14,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,D000619,2126,N00034784,,68337,412536,9622,Rodney Davis (Illinois),96fa7cca-4bbb-11e2-8758-b64a2997a921,21328,Rodney Davis (politician)
Legislator 414,Bustos,Cheri,Cheri Bustos,10/17/61,F,rep,IL,17,Democrat,http://bustos.house.gov,1009 Longworth HOB; Washington DC 20515-1317,202-225-5905,http://bustos.house.gov/contact,http://bustos.house.gov/rss.xml,RepCheri,RepCheri,5.8191E+14,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,B001286,2127,N00033390,,63949,412537,134964,Cheri Bustos,e8b15fa2-4bb6-11e2-8758-b64a2997a921,21329,Cheri Bustos
Legislator 415,Walorski,Jackie,Jackie Walorski,8/17/63,F,rep,IN,2,Republican,http://walorski.house.gov,419 Cannon HOB; Washington DC 20515-1402,202-225-3915,https://walorski.house.gov/contact/email-me,http://walorski.house.gov/rss.xml,RepWalorski,RepJackieWalorski,4.66876E+14,repwalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,W000813,2128,N00031226,,95005,412538,34205,Jackie Walorski,gIQApl2vMP,21330,Jackie Walorski
Legislator 416,Brooks,Susan,Susan Brooks,8/25/60,F,rep,IN,5,Republican,http://susanwbrooks.house.gov,1505 Longworth HOB; Washington DC 20515-1405,202-225-2276,https://susanwbrooks.house.gov/contact/email-me,http://susanwbrooks.house.gov/rss.xml,SusanWBrooks,congresswomansusanwbrooks,5.17697E+14,SusanWBrooks,UCMd7LzaBcbQ06aKHoj9KkSQ,B001284,2129,N00033495,,623720,412539,135988,Susan Brooks,4a86e324-4bbb-11e2-8758-b64a2997a921,21331,Susan Brooks
Legislator 417,Messer,Luke,Luke Messer,2/27/69,M,rep,IN,6,Republican,https://messer.house.gov,508 Cannon HOB; Washington DC 20515-1406,202-225-3021,https://messer.house.gov/contact/email-me,http://messer.house.gov/rss.xml,RepLukeMesser,RepLukeMesser,3.67445E+14,RepLukeMesser,UC9NKMvZuY2koTf1iVurxicw,M001189,2130,N00012546,,11245,412540,33997,Luke Messer,458bd608-4bbc-11e2-8758-b64a2997a921,21332,Luke Messer
Legislator 418,Barr,Garland,Garland Barr,7/24/73,M,rep,KY,6,Republican,https://barr.house.gov,1432 Longworth HOB; Washington DC 20515-1706,202-225-4706,https://barr.house.gov/contact/email-me,http://barr.house.gov/rss.xml,RepAndyBarr,RepAndyBarr,4.57461E+14,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,B001282,2131,N00031233,,61848,412541,117290,Andy Barr,gIQAwh5WKP,21333,Andy Barr (U.S. politician)
Legislator 419,Warren,Elizabeth,Elizabeth Warren,6/22/49,F,sen,MA,,Democrat,http://www.warren.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4543,http://www.warren.senate.gov/?p=email_senator#thisForm,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,senatorelizabethwarren,1.31559E+14,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,2182,N00033492,S366,1023023,412542,141272,Elizabeth Warren,gIQAZHDx9O,41301,Elizabeth Warren
Legislator 420,Kennedy,Joseph,Joseph Kennedy,10/4/80,M,rep,MA,4,Democrat,http://kennedy.house.gov,306 Cannon HOB; Washington DC 20515-2104,202-225-5931,https://kennedy.house.gov/contact/email-me,http://kennedy.house.gov/rss.xml,RepJoeKennedy,3.02E+14,3.01936E+14,,UCgfHlaGqxD8p-2V_YlNIqrA,K000379,2172,N00034044,,79948,412543,141275,Joseph Kennedy III,e7a2a990-4bbb-11e2-8758-b64a2997a921,21335,Joseph P. Kennedy III
Legislator 421,Delaney,John,John Delaney,4/16/63,M,rep,MD,6,Democrat,http://delaney.house.gov,1632 Longworth HOB; Washington DC 20515-2006,202-225-2721,https://delaney.house.gov/contact/email-me,http://delaney.house.gov/rss.xml,RepJohnDelaney,congressmanjohndelaney,3.24527E+14,repjohndelaney,UC-Sz2M53ZYi_8MvapFKZJiw,D000620,2133,N00033897,,68432,412544,135143,John Delaney,8e7e3d34-4bbb-11e2-8758-b64a2997a921,21334,John Delaney (Maryland politician)
Legislator 422,King,Angus,Angus King,3/31/44,M,sen,ME,,Independent,http://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,http://www.king.senate.gov/contact,http://www.king.senate.gov/rss/feeds/?type=all,SenAngusKing,SenatorAngusSKingJr,1.42803E+14,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA,K000383,2185,N00034580,S363,37413,412545,22381,Angus King,f79ee714-4bb6-11e2-8758-b64a2997a921,41300,Angus King
Legislator 423,Kildee,Daniel,Daniel Kildee,8/11/58,M,rep,MI,5,Democrat,http://dankildee.house.gov,227 Cannon HOB; Washington DC 20515-2205,202-225-3611,https://dankildee.house.gov/contact/email-me,http://dankildee.house.gov/rss.xml,RepDanKildee,RepDanKildee,4.84167E+14,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,K000380,2134,N00033395,,623723,412546,136102,Dan Kildee,2ef59d70-4bb7-11e2-8758-b64a2997a921,21372,Dan Kildee
Legislator 424,Nolan,Richard,Richard Nolan,12/17/43,M,rep,MN,8,Democrat,http://nolan.house.gov,2366 Rayburn HOB; Washington DC 20515-2308,202-225-6211,https://nolan.house.gov/contact/email-me,http://nolan.house.gov/rss.xml,USRepRickNolan,UsRepRickNolan,3.88085E+14,USRepRickNolan,UCmGkPQXVR8GzVAPXN54AoXg,N000127,867,N00021207,,1001760,408211,138505,Rick Nolan,,14263,Rick Nolan
Legislator 425,Wagner,Ann,Ann Wagner,9/13/62,F,rep,MO,2,Republican,http://wagner.house.gov,435 Cannon HOB; Washington DC 20515-2502,202-225-1621,https://wagner.house.gov/contact/email-me,http://wagner.house.gov/rss.xml,RepAnnWagner,RepAnnWagner,2.15485E+14,,UCy2v2DXXvQnbRc8Zx77Dnsg,W000812,2137,N00033106,,82702,412548,136083,Ann Wagner,4ffdd49c-4bb7-11e2-8758-b64a2997a921,21337,Ann Wagner
Legislator 426,Daines,Steve,Steve Daines,8/20/62,M,sen,MT,,Republican,http://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,,,SteveDaines,SteveDainesMT,1.85361E+14,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,D000618,2138,N00033054,S375,1034037,412549,135720,Steve Daines,a8a98402-4bbb-11e2-8758-b64a2997a921,21338,Steve Daines
Legislator 427,Hudson,Richard,Richard Hudson,11/4/71,M,rep,NC,8,Republican,http://hudson.house.gov,429 Cannon HOB; Washington DC 20515-3308,202-225-3715,https://hudson.house.gov/email-me,http://hudson.house.gov/rss.xml,RepRichHudson,RepRichHudson,2.12154E+14,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,H001067,2140,N00033630,,79622,412550,136448,Richard Hudson,22ad1ec6-4bbc-11e2-8758-b64a2997a921,21346,Richard Hudson (U.S. politician)
Legislator 428,Pittenger,Robert,Robert Pittenger,8/15/48,M,rep,NC,9,Republican,http://pittenger.house.gov,224 Cannon HOB; Washington DC 20515-3309,202-225-1976,https://pittenger.house.gov/contact/email-me,http://pittenger.house.gov/rss.xml,RepPittenger,congressmanpittenger,3.76143E+14,CongressmanPittenger,UCPr1MiyBx6K6wH3zgMWFtMQ,P000606,2141,N00034416,,9265861,412551,41272,Robert Pittenger,99d73b26-4bbc-11e2-8758-b64a2997a921,21347,Robert Pittenger
Legislator 429,Meadows,Mark,Mark Meadows,7/28/59,M,rep,NC,11,Republican,https://meadows.house.gov,1024 Longworth HOB; Washington DC 20515-3311,202-225-6401,https://meadows.house.gov/email-me,http://meadows.house.gov/rss/press-releases.xml,RepMarkMeadows,Repmarkmeadows,4.09883E+14,RepMarkMeadows,UCu1unBO6gQdCz3qok5LPFGQ,M001187,2142,N00033631,,79621,412552,136459,"Mark Meadows, North Carolina",4e4cac9a-4bbc-11e2-8758-b64a2997a921,21348,Mark Meadows (North Carolina politician)
Legislator 430,Holding,George,George Holding,4/17/68,M,rep,NC,13,Republican,http://holding.house.gov,507 Cannon HOB; Washington DC 20515-3313,202-225-3032,https://holding.house.gov/contact/email-me,http://holding.house.gov/rss.xml,RepHolding,CongressmanGeorgeHolding,3.84165E+14,repholding,UCx6IgBfJmIhXSXymnPr78hw,H001065,2143,N00033399,,623728,412553,136462,George E.B. Holding,f31bb79e-4bbb-11e2-8758-b64a2997a921,21349,George Holding
Legislator 431,Heitkamp,Heidi,Heidi Heitkamp,10/30/55,F,sen,ND,,Democrat,http://www.heitkamp.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-2043,http://www.heitkamp.senate.gov/public/index.cfm/email-heidi,http://www.heitkamp.senate.gov/public/index.cfm/rss/feed,SenatorHeitkamp,SenatorHeidiHeitkamp,5.01811E+14,senatorheidiheitkamp,UCsIiu6s5KJ_VYzpT_b1Jh4g,H001069,2174,N00033782,S360,95414,412554,41716,Heidi Heitkamp,135fbac8-4bbc-11e2-8758-b64a2997a921,41303,Heidi Heitkamp
Legislator 432,Cramer,Kevin,Kevin Cramer,1/21/61,M,rep,ND,0,Republican,http://cramer.house.gov,1032 Longworth HOB; Washington DC 20515-3400,202-225-2611,https://cramer.house.gov/contact/email-me,http://cramer.house.gov/rss.xml,RepKevinCramer,CongressmanKevinCramer,4.98752E+14,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,C001096,2144,N00004614,,7600,412555,444,Kevin Cramer,6a855e58-4bbb-11e2-8758-b64a2997a921,21350,Kevin Cramer
Legislator 433,Fischer,Deb,Deb Fischer,3/1/51,F,sen,NE,,Republican,http://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,http://www.fischer.senate.gov/public/?p=email-deb,http://www.fischer.senate.gov/public/index.cfm/rss/feed,SenatorFischer,senatordebfischer,5.31624E+14,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,F000463,2179,N00033443,S357,1034067,412556,41963,Deb Fischer,15a67e5c-4bb7-11e2-8758-b64a2997a921,41302,Deb Fischer
Legislator 434,Kuster,Ann,Ann Kuster,9/5/56,F,rep,NH,2,Democrat,http://kuster.house.gov,137 Cannon HOB; Washington DC 20515-2902,202-225-5206,https://kuster.house.gov/contact/email-me,http://kuster.house.gov/rss.xml,RepAnnieKuster,CongresswomanAnnieKuster,1.15543E+14,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA,K000382,2145,N00030875,,62650,412557,122256,Annie Kuster,2487b9f4-4bb7-11e2-8758-b64a2997a921,21340,Ann McLane Kuster
Legislator 435,Lujan Grisham,Michelle,Michelle Lujan Grisham,10/24/59,F,rep,NM,1,Democrat,https://lujangrisham.house.gov,214 Cannon HOB; Washington DC 20515-3101,202-225-6316,http://lujangrisham.house.gov/contact/email-me/,http://lujangrisham.house.gov/rss.xml,RepLujanGrisham,RepLujanGrisham,1.91641E+14,RepLujanGrisham,UCS_N-wEnUBEbVYCD-CXpNjw,L000580,2146,N00029400,,94791,412558,102404,Michelle Lujan Grisham,5c69cf42-4bbc-11e2-8758-b64a2997a921,21341,Michelle Lujan Grisham
Legislator 436,Meng,Grace,Grace Meng,10/1/75,F,rep,NY,6,Democrat,http://meng.house.gov,1317 Longworth HOB; Washington DC 20515-3206,202-225-2601,https://meng.house.gov/contact/email-me,http://meng.house.gov/rss.xml,RepGraceMeng,repgracemeng,1.95734E+14,,UCHg516zJKbIBtXFAJ0nu3XQ,M001188,2148,N00034547,,68411,412560,69157,Grace Meng,caf57010-4bbc-11e2-8758-b64a2997a921,21342,Grace Meng
Legislator 437,Jeffries,Hakeem,Hakeem Jeffries,8/4/70,M,rep,NY,8,Democrat,http://jeffries.house.gov,1607 Longworth HOB; Washington DC 20515-3208,202-225-5936,https://jeffriesforms.house.gov/contact/,http://jeffries.house.gov/rss.xml,RepJeffries,RepHakeemJeffries,1.18349E+14,,UCYVmbsjoNbQ4j-PCQIYgpWQ,J000294,2149,N00033640,,79612,412561,55285,Hakeem Jeffries,08cb2674-4bbc-11e2-8758-b64a2997a921,21343,Hakeem Jeffries
Legislator 438,Maloney,Sean,Sean Maloney,7/30/66,M,rep,NY,18,Democrat,http://seanmaloney.house.gov,1529 Longworth HOB; Washington DC 20515-3218,202-225-5441,https://seanmaloney.house.gov/contact/email-me,http://seanmaloney.house.gov/rss.xml,RepSeanMaloney,RepSeanMaloney,5.51199E+14,,UCNiVzzf4Vz-vCMPBcnjGuXQ,M001185,2150,N00034277,,79760,412562,139760,Sean Maloney,7935c716-4bbc-11e2-8758-b64a2997a921,21344,Sean Patrick Maloney
Legislator 439,Collins,Chris,Chris Collins,5/20/50,M,rep,NY,27,Republican,http://chriscollins.house.gov,1117 Longworth HOB; Washington DC 20515-3227,202-225-5265,https://chriscollins.house.gov/contact/email-me,http://chriscollins.house.gov/rss.xml,RepChrisCollins,RepChrisCollins,4.67048E+14,RepChrisCollins,UCSwQQJaKI4TzuYDUwHwwnxQ,C001092,2151,N00001285,,94144,412563,139770,Chris Collins,f06054ec-4bb6-11e2-8758-b64a2997a921,21345,Chris Collins (U.S. politician)
Legislator 440,Wenstrup,Brad,Brad Wenstrup,6/17/58,M,rep,OH,2,Republican,http://wenstrup.house.gov,1318 Longworth HOB; Washington DC 20515-3502,202-225-3164,http://wenstrup.house.gov/contact/,,RepBradWenstrup,RepBradWenstrup,1.24463E+14,repbradwenstrup,UCaK7SeUvmHdHTMtF3HXb-jA,W000815,2152,N00033310,,1034044,412564,135326,Brad Wenstrup,738c1fea-4bb7-11e2-8758-b64a2997a921,21351,Brad Wenstrup
Legislator 441,Beatty,Joyce,Joyce Beatty,3/12/50,F,rep,OH,3,Democrat,http://beatty.house.gov,133 Cannon HOB; Washington DC 20515-3503,202-225-4324,https://beattyforms.house.gov/forms/writeyourrep/,http://beatty.house.gov/rss.xml,RepBeatty,RepJoyceBeatty,,,UCtVl3kb7Xvt3pY7l6x-M6LA,B001281,2153,N00033904,,67294,412565,2427,Joyce Beatty,2548b43e-4bbb-11e2-8758-b64a2997a921,21352,Joyce Beatty
Legislator 442,Joyce,David,David Joyce,3/17/57,M,rep,OH,14,Republican,http://joyce.house.gov,1124 Longworth HOB; Washington DC 20515-3514,202-225-5731,https://joyce.house.gov/email-me,http://joyce.house.gov/rss/press-releases.xml,RepDaveJoyce,RepDaveJoyce,4.04319E+14,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,J000295,2154,N00035007,,68561,412566,143052,David Joyce,6d3ab89a-4bb7-11e2-8758-b64a2997a921,21353,David Joyce (politician)
Legislator 443,Bridenstine,Jim,Jim Bridenstine,6/15/75,M,rep,OK,1,Republican,http://bridenstine.house.gov,216 Cannon HOB; Washington DC 20515-3601,202-225-2211,https://bridenstineforms.house.gov/forms/writeyourrep/,http://bridenstine.house.gov/rss.xml,RepJBridenstine,CongressmanJimBridenstine,4.60004E+14,RepJimBridenstine,UC4uUpWvIK-fiOfTG_D3rX8g,B001283,2155,N00033532,,79705,412567,135894,Jim Bridenstine,1ba9a374-4bbc-11e2-8758-b64a2997a921,21354,Jim Bridenstine
Legislator 444,Mullin,Markwayne,Markwayne Mullin,7/26/77,M,rep,OK,2,Republican,http://mullin.house.gov,1113 Longworth HOB; Washington DC 20515-3602,202-225-2701,https://mullin.house.gov/contact/email-me,http://mullin.house.gov/rss.xml,RepMullin,CongressmanMarkwayneMullin,4.53638E+14,,,M001190,2156,N00033410,,1034045,412568,135898,Markwayne Mullin,55872562-4bbc-11e2-8758-b64a2997a921,21355,Markwayne Mullin
Legislator 445,Perry,Scott,Scott Perry,5/27/62,M,rep,PA,4,Republican,http://perry.house.gov,1207 Longworth HOB; Washington DC 20515-3804,202-225-5836,http://perryforms.house.gov/forms/writeyourrep/,http://perry.house.gov/rss.xml,RepScottPerry,Rep.ScottPerry,3.76801E+14,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,P000605,2157,N00034120,,79873,412569,59980,Scott Perry,a05aac8a-4bbc-11e2-8758-b64a2997a921,21356,Scott Perry (politician)
Legislator 446,Rothfus,Keith,Keith Rothfus,4/25/62,M,rep,PA,12,Republican,https://rothfus.house.gov,1205 Longworth HOB; Washington DC 20515-3812,202-225-2065,https://rothfus.house.gov/email-keith,http://rothfus.house.gov/rss.xml,KeithRothfus,keithrothfus,1.33803E+14,reprothfus,UCPe5SCZKXEyUAMNUprj46Pg,R000598,2158,N00031253,,61949,412570,119466,Keith Rothfus,f31f081c-4bbc-11e2-8758-b64a2997a921,21357,Keith Rothfus
